Time,Airspeed,Altitude,Roll,Pitch,Yaw,Rudder,Latitude,Longitude
31.153,7.57,0.637405249,-0.28,1.16,-71.85,1.215,35.2959125,136.2530675
31.209,7.56,0.548289341,-0.28,1.19,-71.93,1.215,35.2959178,136.2530708
31.265,7.55,0.639534399,-0.29,1.2,-72.01,1.215,35.2959178,136.2530708
31.323,7.56,0.546163104,-0.28,1.22,-72.05,1.215,35.2959238,136.2530743
31.38,7.52,0.637405249,-0.28,1.28,-72.12,1.215,35.2959238,136.2530743
31.436,7.48,0.637405249,-0.27,1.35,-72.18,1.215,35.29593,136.253078
31.493,7.45,0.639534399,-0.29,1.43,-72.24,1.215,35.2959358,136.2530815
31.55,7.43,0.550415578,-0.28,1.53,-72.28,1.215,35.2959358,136.2530815
31.606,7.4,0.639534399,-0.27,1.61,-72.32,1.215,35.2959415,136.2530855
31.659,7.31,0.546163104,-0.27,1.72,-72.36,1.215,35.2959415,136.2530855
31.716,7.3,0.637405249,-0.25,1.83,-72.4,1.215,35.2959468,136.253089
31.77,7.33,0.639534399,-0.26,1.96,-72.44,1.215,35.2959468,136.253089
31.827,7.38,0.639534399,-0.22,2.02,-72.43,1.215,35.2959525,136.2530928
31.883,7.41,0.635276099,-0.16,2.1,-72.44,1.215,35.2959525,136.2530928
31.941,7.43,0.548289341,-0.11,2.14,-72.45,1.215,35.2959578,136.2530967
31.997,7.44,0.45492204,-0.05,2.24,-72.5,1.215,35.2959633,136.2531007
32.055,7.44,0.548289341,-0.01,2.29,-72.52,1.215,35.2959633,136.2531007
32.109,7.45,0.548289341,0.02,2.35,-72.52,1.215,35.2959692,136.2531052
32.167,7.48,0.550415578,0.02,2.37,-72.54,1.215,35.2959692,136.2531052
32.222,7.48,0.361561644,0.06,2.34,-72.57,1.215,35.2959743,136.2531088
32.279,7.39,0.363682054,0.06,2.23,-72.62,1.215,35.2959743,136.2531088
32.335,7.34,0.272443149,0.09,2.1,-72.64,1.215,35.29598,136.2531132
32.393,7.37,0.45492204,0.11,1.93,-72.65,1.215,35.29598,136.2531132
32.449,7.22,0.272443149,0.13,1.72,-72.68,1.215,35.2959857,136.2531168
32.619,7.25,0.361561644,0.26,1.09,-72.8,1.215,35.2959857,136.2531168
32.674,7.26,0.365802465,0.33,0.87,-72.85,1.215,35.2959857,136.2531168
32.731,7.29,0.363682054,0.37,0.6,-72.9,1.215,35.2959857,136.2531168
32.788,7.29,0.365802465,0.4,0.36,-72.95,1.215,35.2959857,136.2531168
32.845,7.29,0.363682054,0.42,0.03,-73.01,1.215,35.2960082,136.2531322
32.901,7.36,0.365802465,0.43,-0.34,-73.05,1.215,35.2960135,136.2531372
32.957,7.33,0.274560646,0.45,-0.64,-73.1,-247.7925,35.2960135,136.2531372
33.071,7.36,0.272443149,0.43,-1.35,-73.23,-247.7925,35.2960135,136.2531372
33.127,7.35,0.276678143,0.29,-1.67,-73.32,1.215,35.2960135,136.2531372
33.181,7.28,0.183319906,0.22,-2.02,-73.39,1.215,35.2960135,136.2531372
33.237,7.35,0.18543449,0.21,-2.34,-73.46,1.215,35.2960295,136.2531508
33.295,7.3,0.18543449,0.19,-2.7,-73.55,1.215,35.2960345,136.2531553
33.352,7.31,0.272443149,0.23,-2.81,-73.62,1.215,35.2960345,136.2531553
33.41,7.24,0.18543449,0.24,-3.03,-73.67,1.215,35.2960397,136.25316
33.561,6.94,0.546163104,0.28,-3.71,-73.91,-247.7925,35.2960397,136.25316
33.615,6.81,0.91541394,0.25,-3.91,-73.98,1.215,35.2960397,136.25316
33.671,6.76,0.550415578,0.27,-3.97,-74.05,-247.7925,35.2960397,136.25316
33.725,6.78,0.826297706,0.28,-4.1,-74.14,1.215,35.2960397,136.25316
33.781,6.9,0.550415578,0.3,-4.11,-74.22,1.215,35.2960397,136.25316
33.839,6.85,0.459168686,0.33,-4.1,-74.32,1.215,35.296059,136.2531777
33.895,6.89,0.639534399,0.29,-4.18,-74.4,1.215,35.2960637,136.2531817
34.078,7.04,0.82416273,0.29,-4.18,-74.63,1.215,35.2960637,136.2531817
34.131,6.91,0.82416273,0.34,-4.05,-74.72,1.215,35.2960637,136.2531817
34.188,6.74,0.91541394,0.38,-3.81,-74.83,1.215,35.2960637,136.2531817
34.245,6.59,0.82416273,0.33,-3.29,-74.91,1.215,35.2960637,136.2531817
34.302,6.51,0.91755183,0.36,-3.01,-75,1.215,35.2960815,136.2531972
34.357,6.64,1.00666623,0.39,-2.75,-75.1,1.215,35.2960815,136.2531972
34.415,6.65,1.004525426,0.4,-2.57,-75.2,1.215,35.2960857,136.2532008
34.469,6.7,1.00666623,0.41,-1.85,-75.65,-247.7925,35.2960857,136.2532008
34.681,6.69,1.187027418,0.42,-1.63,-75.79,1.215,35.2960857,136.2532008
34.737,6.63,1.097919599,0.44,-1.4,-75.93,1.215,35.2960857,136.2532008
34.793,6.58,1.097919599,0.44,-1.17,-76.05,1.215,35.2961028,136.2532177
34.852,6.62,1.00666623,0.46,-0.93,-76.2,1.215,35.2961028,136.2532177
34.908,6.66,0.91541394,0.47,-0.61,-76.34,1.215,35.2961068,136.2532208
34.965,6.72,0.91327605,0.48,-0.4,-76.46,1.215,35.2961068,136.2532208
35.02,6.63,1.097919599,0.47,-0.22,-76.62,1.215,35.296111,136.2532255
35.077,6.59,1.095775882,0.48,-0.01,-76.75,1.215,35.296111,136.2532255
35.131,6.54,1.189174049,0.49,0.15,-76.9,1.215,35.2961157,136.2532297
35.186,6.49,0.91327605,0.52,0.32,-77.03,1.215,35.2961157,136.2532297
35.242,6.48,0.91541394,0.52,0.53,-77.18,1.215,35.2961198,136.2532342
35.299,6.64,1.097919599,0.49,0.69,-77.32,1.215,35.2961243,136.2532392
35.356,6.6,1.189174049,0.44,0.8,-77.45,1.215,35.2961243,136.2532392
35.412,6.65,1.004525426,0.41,0.91,-77.61,1.215,35.2961288,136.2532442
35.469,6.71,0.548289341,0.43,0.83,-77.74,1.215,35.2961288,136.2532442
35.524,6.5,0.82416273,0.41,0.86,-77.87,1.215,35.2961332,136.2532492
35.58,6.51,0.730780536,0.43,0.69,-77.97,1.215,35.2961332,136.2532492
35.634,6.58,0.82416273,0.45,0.55,-78.12,1.215,35.2961373,136.2532537
35.691,6.51,0.91327605,0.44,0.51,-78.27,1.215,35.2961373,136.2532537
35.747,6.61,0.459168686,0.49,0.43,-78.38,1.215,35.2961417,136.253258
35.805,6.52,0.8177578,0.48,0.42,-78.5,1.215,35.2961458,136.2532623
35.861,6.56,0.639534399,0.48,0.29,-78.64,1.215,35.2961458,136.2532623
35.917,6.77,0.641663549,0.44,0.22,-78.76,1.215,35.2961502,136.2532663
35.972,6.7,0.641663549,0.43,0.04,-78.89,1.215,35.2961502,136.2532663
36.03,6.56,0.550415578,0.41,-0.22,-78.98,1.215,35.296154,136.2532708
36.084,6.66,0.641663549,0.38,-0.46,-79.11,1.215,35.296154,136.2532708
36.139,6.53,0.641663549,0.34,-0.72,-79.22,1.215,35.2961582,136.2532745
36.195,6.57,0.459168686,0.36,-0.91,-79.36,1.215,35.296162,136.2532793
36.251,6.67,0.732912599,0.37,-1.12,-79.46,1.215,35.296162,136.2532793
36.31,6.62,0.639534399,0.35,-1.38,-79.59,1.215,35.2961665,136.2532845
36.366,6.61,0.276678143,0.3,-1.5,-79.71,1.215,35.2961665,136.2532845
36.422,6.62,0.550415578,0.24,-1.66,-79.8,1.215,35.2961707,136.2532882
36.476,6.59,0.548289341,0.19,-1.83,-79.91,1.215,35.2961707,136.2532882
36.533,6.45,0.457045363,0.14,-1.93,-79.98,1.215,35.2961745,136.2532928
36.587,6.44,0.548289341,0.11,-2.16,-80.08,1.215,35.2961745,136.2532928
36.758,6.34,0.459168686,0.05,-2.97,-80.33,-247.7925,35.296179,136.2532972
36.814,6.41,0.46129201,0.03,-3.22,-80.39,1.215,35.296179,136.2532972
36.87,6.29,0.457045363,0.03,-3.38,-80.45,1.215,35.296179,136.2532972
36.926,6.06,0.639534399,0.01,-3.47,-80.51,1.215,35.2961907,136.2533107
36.984,6.06,0.274560646,0.01,-3.53,-80.57,1.215,35.2961907,136.2533107
37.038,6.24,0.370043285,0.02,-3.44,-80.62,1.215,35.2961943,136.2533153
37.094,6.09,0.459168686,0.04,-3.38,-80.63,1.215,35.2961977,136.2533202
37.21,6.25,0.822027753,0.11,-3.37,-80.66,-247.7925,35.2961977,136.2533202
37.265,6.56,0.728648473,0.13,-3.34,-80.7,1.215,35.2961977,136.2533202
37.324,6.29,0.367922875,0.17,-3.3,-80.69,1.215,35.2961977,136.2533202
37.377,6.46,0.459168686,0.18,-3.21,-80.69,1.215,35.2961977,136.2533202
37.434,6.43,0.732912599,0.21,-3.2,-80.69,1.215,35.2962085,136.2533337
37.489,6.35,0.639534399,0.23,-3.11,-80.7,1.215,35.2962085,136.2533337
37.546,6.35,0.732912599,0.23,-3.01,-80.7,1.215,35.2962118,136.2533388
37.602,6.32,0.459168686,0.12,-2.98,-80.71,1.215,35.2962118,136.2533388
37.75,6.25,0.459168686,0.12,-2.67,-80.71,1.215,35.2962118,136.2533388
37.805,6.26,0.639534399,0.13,-2.46,-80.71,1.215,35.2962228,136.2533525
37.863,6.37,0.641663549,0.13,-2.3,-80.71,1.215,35.2962228,136.2533525
37.92,6.41,0.643792699,0.14,-2.16,-80.71,1.215,35.2962267,136.2533572
37.978,6.41,0.552541814,0.14,-2.08,-80.71,1.215,35.2962267,136.2533572
38.033,6.43,0.548289341,0.14,-1.99,-80.71,1.215,35.29623,136.2533618
38.089,6.4,0.276678143,0.17,-1.94,-80.71,1.215,35.29623,136.2533618
38.276,6.31,0.459168686,0.2,-1.74,-80.69,307.09125,35.29623,136.2533618
38.331,6.31,0.546163104,0.19,-1.74,-80.69,1.215,35.2962403,136.2533762
38.388,6.42,0.637405249,0.2,-1.77,-80.69,1.215,35.2962403,136.2533762
38.443,6.41,0.459168686,0.2,-1.72,-80.69,1.215,35.2962438,136.2533808
38.5,6.4,0.548289341,0.22,-1.69,-80.69,1.215,35.2962467,136.253386
38.555,6.39,0.459168686,0.23,-1.66,-80.69,1.215,35.2962467,136.253386
38.612,6.27,0.367922875,0.25,-1.71,-80.69,1.215,35.2962503,136.2533908
38.829,6.32,0.189663657,0.33,-1.95,-80.7,1.215,35.2962503,136.2533908
38.884,6.39,0.276678143,0.34,-1.98,-80.7,1.215,35.2962503,136.2533908
38.942,6.36,0.370043285,0.36,-2.03,-80.7,1.215,35.2962605,136.2534053
38.997,6.28,0.187549074,0.31,-2.14,-80.71,1.215,35.2962642,136.25341
39.053,6.27,0.187549074,0.3,-2.21,-80.71,1.215,35.2962642,136.25341
39.109,6.39,0.096303588,0.35,-2.34,-80.71,1.215,35.2962675,136.2534152
39.167,6.44,0.098415258,0.37,-2.44,-80.71,1.215,35.2962675,136.2534152
39.223,6.2,0.187549074,0.32,-2.53,-80.71,1.215,35.296271,136.2534202
39.281,6.19,0.187549074,0.24,-2.67,-80.72,1.215,35.296271,136.2534202
39.334,6.18,0.187549074,0.21,-2.8,-80.72,1.215,35.2962745,136.253425
39.391,6.2,0.094191917,0.22,-2.85,-80.72,1.215,35.2962745,136.253425
39.446,6.03,0.098415258,0.26,-2.92,-80.72,1.215,35.2962782,136.2534298
39.502,6,0.007167939,0.29,-2.97,-80.72,1.215,35.2962817,136.2534348
39.559,6.05,0.007167939,0.29,-3.04,-80.72,1.215,35.2962817,136.2534348
39.615,6.05,0.007167939,0.3,-3.07,-80.72,1.215,35.2962855,136.2534395
39.672,6.2,-0.086184146,0.32,-3.11,-80.72,1.215,35.2962855,136.2534395
39.727,6.19,-0.084078301,0.34,-3.11,-80.72,1.215,35.2962897,136.2534447
39.784,6.19,-0.179529325,0.35,-3.13,-80.72,1.215,35.2962897,136.2534447
39.84,6.3,-0.177426393,0.34,-3.15,-80.72,1.215,35.296294,136.2534497
39.896,6.3,-0.179529325,0.32,-3.17,-80.73,1.215,35.2962972,136.2534545
39.952,6.22,-0.268667561,0.3,-3.22,-80.73,1.215,35.2962972,136.2534545
40.01,6.23,-0.177426393,0.3,-3.22,-80.73,1.215,35.2963005,136.253459
40.066,6.2,-0.27076758,0.29,-3.18,-80.73,1.215,35.2963005,136.253459
40.124,6.14,-0.181632256,0.3,-3.16,-80.73,1.215,35.296304,136.2534635
40.18,6.27,-0.268667561,0.27,-3.14,-80.73,1.215,35.296304,136.2534635
40.235,6.37,-0.27076758,0.25,-3.15,-80.73,1.215,35.2963078,136.2534685
40.29,6.26,-0.357810544,0.23,-3.11,-80.74,1.215,35.2963113,136.2534732
40.348,6.12,-0.451146659,0.2,-3.09,-80.74,1.215,35.2963113,136.2534732
40.404,6.16,-1.45470452,0.19,-3.07,-80.74,1.215,35.2963148,136.2534777
40.46,6.27,-1.183090763,0.18,-2.94,-80.74,1.215,35.2963148,136.2534777
40.517,5.97,-2,0.17,-2.84,-80.74,1.215,35.2963192,136.2534825
40.575,6.13,-2,0.16,-2.72,-80.75,1.215,35.2963192,136.2534825
40.632,6.03,-1.908725357,0.14,-2.38,-80.79,-1.1475,35.296323,136.2534868
40.688,6.01,-1.545820889,0.12,-2.53,-80.71,-1.1475,35.296323,136.2534868
40.745,5.79,-2,0.11,-2.27,-80.67,-1.08,35.2963272,136.2534912
40.799,5.36,1.558207749,-0.11,-1.95,-80.58,-0.6075,35.2963272,136.2534912
40.966,5.11,0.558370366,-0.21,-2.08,-80.5,-0.54,35.2963272,136.2534912
