time_ms, data_main_bno_accx_mss, data_main_bno_accy_mss, data_main_bno_accz_mss, data_main_bno_qw, data_main_bno_qx, data_main_bno_qy, data_main_bno_qz, data_main_bno_roll, data_main_bno_pitch,data_main_bno_yaw, estimated_altitude_lake_m, altitude_dps_urm_offset_m.get(), flight_phase, speed_level, data_main_dps_pressure_hPa, data_main_dps_temperature_deg, data_main_dps_altitude_m, data_under_dps_pressure_hPa, data_under_dps_temperature_deg,data_under_dps_altitude_m, data_under_urm_altitude_m, data_air_dps_pressure_hPa, data_air_dps_temperature_deg, data_air_dps_altitude_m, data_air_sdp_differentialPressure_Pa, data_air_sdp_airspeed_ms, data_air_AoA_angle_deg, data_air_AoS_angle_deg,data_ics_angle, data_air_bno_accx_mss, data_air_bno_accy_mss, data_air_bno_accz_mss, data_air_bno_qw, data_air_bno_qx, data_air_bno_qy, data_air_bno_qz, data_air_bno_roll, data_air_bno_pitch, data_air_bno_yaw,data_main_gps_hour, data_main_gps_minute, data_main_gps_second, data_main_gps_centisecond, data_main_gps_latitude_deg, data_main_gps_longitude_deg, data_main_gps_altitude_m,data_main_gps_groundspeed_ms
6086,-0.14,-0.39,9.60,1.00,-0.02,0.00,0.00,0.51,2.27,-0.01,27.35,0.00,0,2,1002.85,34.89,93.07,0.00,0.00,0.00,0.00,1002.22,32.60,98.02,-0.02,0.17,107.23,300.94,7649,0.65,1.54,9.66,1.00,0.06,-0.04,-0.00,4.79,-7.01,-0.36,23,59,46,86, 0.0000000, 0.0000000, 0.00, 0.00
6139,-0.11,-0.44,9.41,1.00,-0.02,0.01,0.00,0.58,2.36,-0.02,45.89,0.00,0,2,1002.85,34.89,93.10,1002.84,31.13,92.01,0.62,1002.22,32.62,98.02,-0.03,0.24,111.27,300.94,7654,0.83,1.16,9.50,1.00,0.06,-0.04,-0.00,4.72,-6.93,-0.40,23,59,46,86, 0.0000000, 0.0000000, 0.00, 0.00
6195,-0.08,-0.43,9.48,1.00,-0.02,0.01,-0.00,0.62,2.39,-0.02,81.18,0.00,0,2,1002.85,34.90,93.08,1002.84,31.12,92.00,0.63,1002.22,32.63,98.03,-0.03,0.24,111.36,300.94,7655,0.75,1.32,9.53,1.00,0.06,-0.04,-0.00,4.72,-6.93,-0.40,23,59,46,86, 0.0000000, 0.0000000, 0.00, 0.00
6246,-0.04,-0.42,9.53,1.00,-0.02,0.01,-0.00,0.66,2.42,-0.02,93.40,0.00,0,2,1002.85,34.90,93.08,1002.85,31.12,91.99,0.63,1002.22,32.60,98.05,-0.03,0.24,110.21,300.94,7656,0.65,1.13,9.48,1.00,0.06,-0.04,-0.00,4.72,-6.92,-0.40,23,59,46,86, 0.0000000, 0.0000000, 0.00, 0.00
6303,-0.11,-0.61,9.45,1.00,-0.02,0.01,-0.00,0.71,2.48,-0.02,89.71,0.00,0,2,1002.85,34.89,93.10,1002.85,31.12,92.00,0.63,1002.22,32.61,98.08,-0.03,0.24,110.30,300.94,7656,0.65,0.79,9.36,1.00,0.06,-0.04,-0.00,4.72,-6.90,-0.40,23,59,47,86, 0.0000000, 0.0000000, 0.00, 0.00
6357,-0.16,-0.48,9.59,1.00,-0.02,0.01,-0.00,0.71,2.49,-0.02,86.03,0.00,0,2,1002.85,34.91,93.10,1002.84,31.11,92.02,0.63,1002.22,32.62,98.04,-0.03,0.24,110.57,300.94,7657,0.81,1.11,9.50,1.00,0.06,-0.04,-0.00,4.72,-6.90,-0.40,23,59,47,86, 0.0000000, 0.0000000, 0.00, 0.00
6415,-0.11,-0.47,9.53,1.00,-0.02,0.01,-0.00,0.71,2.49,-0.02,82.36,0.00,0,2,1002.85,34.90,93.08,1002.85,31.11,91.98,0.62,1002.22,32.62,98.05,-0.03,0.24,110.65,300.94,7656,0.75,1.31,9.53,1.00,0.06,-0.04,-0.00,4.72,-6.90,-0.40,23,59,47,86, 0.0000000, 0.0000000, 0.00, 0.00
6465,-0.11,-0.56,9.54,1.00,-0.02,0.01,-0.00,0.71,2.49,-0.02,80.51,0.00,0,2,1002.85,34.88,93.09,1002.85,31.12,91.99,0.63,1002.22,32.62,98.04,-0.03,0.24,110.65,300.94,7657,0.52,0.84,9.48,1.00,0.06,-0.04,-0.00,4.72,-6.88,-0.40,23,59,47,86, 0.0000000, 0.0000000, 0.00, 0.00
6520,-0.10,-0.43,9.55,1.00,-0.02,0.01,-0.00,0.71,2.49,-0.02,76.81,0.00,0,2,1002.85,34.90,93.09,1002.85,31.12,91.93,0.64,1002.23,32.61,97.99,-0.03,0.24,110.74,300.94,7656,0.66,0.60,9.36,1.00,0.06,-0.04,-0.00,4.72,-6.85,-0.40,23,59,47,86, 0.0000000, 0.0000000, 0.00, 0.00
6575,-0.14,-0.47,9.50,1.00,-0.02,0.01,-0.00,0.71,2.49,-0.02,73.12,0.00,0,2,1002.85,34.88,93.10,1002.85,31.11,91.94,0.63,1002.22,32.61,98.02,-0.03,0.24,110.92,300.85,7657,0.82,1.74,9.63,1.00,0.06,-0.04,-0.00,4.72,-6.86,-0.40,23,59,47,86, 0.0000000, 0.0000000, 0.00, 0.00
