23,27,3,0,35.2958717,136.2536883,90.40, 0.14
1277572,0.03,-0.12,9.19,-0.91,0.01,0.00,-0.42,0.55,1.41,49.99,0.30,87.28,2,2,1011.43,30.66,15.96,1045.90,30.64,-281.14,1.30,1001.40,36.42,106.66,-0.02,0.17,120.50,315.26,6513,0.32,-0.16,9.74,-0.37,-0.01,-0.01,-0.93,1.09,-1.48,137.08,23,27,3,0,35.2958717,136.2536883,90.40, 0.14
1277629,0.07,-0.01,9.11,-0.91,0.01,0.00,-0.42,0.50,1.27,50.30,0.32,87.32,2,2,1011.43,30.66,15.95,1045.80,30.65,-280.09,1.59,1001.41,36.43,106.63,0.00,0.00,120.50,315.26,6511,0.11,0.00,9.74,-0.37,-0.01,-0.01,-0.93,1.04,-1.28,137.09,23,27,3,0,35.2958717,136.2536883,90.40, 0.14
1277683,0.07,0.01,9.20,-0.90,0.01,0.00,-0.43,0.45,1.24,50.54,0.31,87.35,2,2,1011.44,30.68,15.90,1045.75,30.64,-279.84,1.59,1001.40,36.41,106.69,0.02,0.17,120.50,315.26,6511,0.11,-0.29,9.65,-0.37,-0.01,-0.01,-0.93,0.99,-1.10,137.10,23,27,3,0,35.2958717,136.2536883,90.40, 0.14
1277739,0.13,-0.07,9.10,-0.90,0.01,0.00,-0.43,0.33,1.12,50.57,-87.06,87.37,1,2,1011.44,30.67,15.90,1046.12,30.66,-283.00,1.59,1001.40,36.41,106.65,-051.00,-87.12,87.37,1,2,1011.45,30.66,15.85,1045.32,30.66,-274.59,1.59,1001.40,36.40,106.70,-0.02,0.17,120.50,315.26,6511,-0.07,0.14,9.80,-0.37,-0.01,-0.01,-0.93,0.85,-1.03,137.14,23,27,3,0,35.2958717,136.2536883,90.40, 0.12
1277956,0.25,-0.23,9.53,-0.90,0.01,0.00,-0.43,0.09,1.11,50.99,-87.13,87.37,1,2,1011.45,30.68,15.82,1044.87,30.65,-272.38,1.59,1001.40,36.41,106.68,0.00,0.00,120.50,315.26,6510,0.20,-0.10,9.92,-0.37,-0.01,-0.01,-0.93,0.83,-1.09,137.17,23,27,4,0,35.2958600,136.2537033,90.50, 0.12
1278011,0.35,-0.35,9.35,-0.90,0.01,0.01,-0.43,-0.10,1.11,51.11,-87.13,87.37,1,2,1011.45,30.67,15.82,1044.54,30.66,-269.66,1.59,1001.40,36.40,106.66,0.00,0.00,120.50,315.26,6511,-0.15,0.24,9.91,-0.36,-0.01,-0.01,-0.93,0.76,-1.10,137.19,23,27,4,0,35.2958600,136.2537033,90.50, 0.12
1278066,0.38,-0.20,9.27,-0.90,0.01,0.00,-0.43,-0.10,1.07,51.28,-87.14,87.37,1,2,1011.45,30.69,15.80,1044.05,30.66,-265.46,1.59,1001.40,36.40,106.70,0.02,0.17,120.50,315.26,6511,-0.06,0.09,9.83,-0.36,-0.01,-0.01,-0.93,0.67,-1.08,137.20,23,27,4,0,35.2958600,136.2537033,90.50, 0.12
1278121,0.31,-0.20,9.28,-0.90,0.01,0.01,-0.43,-0.27,0.99,51.38,-87.16,87.37,1,2,1011.45,30.68,15.77,1043.90,30.65,-266.86,1.59,1001.40,36.42,106.68,0.00,0.00,120.50,315.35,6510,-0.07,-0.17,9.64,-0.36,-0.01,-0.01,-0.93,0.58,-0.96,137.22,23,27,4,0,35.2958600,136.2537033,90.50, 0.12
1278179,0.25,-0.22,9.34,-0.90,0.01,0.01,-0.43,-0.32,1.06,51.31,-87.17,87.37,1,2,1011.45,30.69,15.79,1043.89,30.65,-262.85,1.59,1001.40,36.41,106.65,0.00,0.00,120.50,315.26,6512,-0.05,-0.41,9.58,-0.36,-0.01,-0.01,-0.93,0.54,-0.83,137.24,23,27,4,0,35.2958600,136.2537033,90.50, 0.12
1278231,0.28,-0.30,9.20,-0.90,0.01,0.01,-0.43,-0.38,1.12,51.27,-87.18,87.37,1,2,1011.46,30.69,15.75,1043.91,30.65,-264.28,1.59,1001.40,36.41,106.68,0.00,0.00,120.50,315.35,6511,0.00,0.03,9.90,-0.36,-0.01,-0.00,-0.93,0.50,-0.73,137.24,23,27,4,0,35.2958600,136.2537033,90.50, 0.12
