0.70,-0.25,9.48,1.00,-0.00,-0.04,-0.00,4.25,0.11,-0.23,5,20,37,0,35.2902017,136.2529083,86.80, 0.12
217315,0.02,0.51,9.55,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.65,0.00,0,2,1001.60,37.80,105.39,1001.62,34.59,104.06,0.41,1000.95,35.66,110.49,-0.03,0.24,116.02,329.24,7902,0.67,-0.19,9.51,1.00,-0.00,-0.04,-0.00,4.25,0.11,-0.23,5,20,37,0,35.2902017,136.2529083,86.80, 0.12
217373,0.02,0.54,9.58,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.65,0.00,0,2,1001.60,37.79,105.39,1001.63,34.60,103.99,0.41,1000.95,35.66,110.49,-0.03,0.24,114.96,329.24,7902,0.76,-0.33,9.47,1.00,-0.00,-0.04,-0.00,4.25,0.12,-0.23,5,20,37,0,35.2902017,136.2529083,86.80, 0.12
217426,0.04,0.56,9.55,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.63,0.00,0,2,1001.59,37.80,105.40,1001.62,34.59,104.06,0.41,1000.96,35.67,110.43,-0.02,0.17,114.61,329.24,7902,0.69,-0.34,9.45,1.00,-0.00,-0.04,-0.00,4.25,0.12,-0.23,5,20,37,0,35.2902017,136.2529083,86.80, 0.12
217483,0.02,0.46,9.56,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.63,0.00,0,2,1001.60,37.80,105.34,1001.63,34.60,104.02,0.41,1000.96,35.67,110.47,-0.03,0.24,114.52,329.24,7901,0.65,0.31,9.66,1.00,-0.00,-0.04,-0.00,4.25,0.12,-0.23,5,20,37,0,35.2902017,136.2529083,86.80, 0.12
217534,-0.03,0.62,9.55,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.63,0.00,0,2,1001.60,37.79,105.35,1001.63,34.60,104.03,0.41,1000.96,35.67,110.41,-0.03,0.24,114.43,329.24,7902,0.67,-0.15,9.54,1.00,-0.00,-0.04,-0.00,4.25,0.12,-0.23,5,20,37,0,35.2902017,136.2529083,86.80, 0.15
217592,0.00,0.47,9.57,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.61,0.00,0,2,1001.60,37.80,105.31,1001.63,34.60,104.02,0.41,1000.96,35.68,110.42,-0.03,0.24,114.43,329.24,7902,0.63,-0.02,9.60,1.00,-0.00,-0.04,-0.00,4.25,0.12,-0.23,5,20,37,0,35.2902017,136.2529083,86.80, 0.15
217645,0.05,0.56,9.54,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.59,0.00,0,2,1001.60,37.79,105.32,1001.63,34.60,104.00,0.41,1000.97,35.67,110.36,-0.03,0.24,114.26,329.24,7903,0.60,0.10,9.57,1.00,-0.00,-0.04,-0.00,4.25,0.12,-0.23,5,20,37,0,35.2902017,136.2529083,86.80, 0.15
217703,0.01,0.48,9.47,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.57,0.00,0,2,1001.60,37.80,105.31,1001.63,34.60,104.00,0.41,1000.97,35.66,110.35,-0.03,0.24,113.82,329.33,7902,0.73,0.11,9.52,1.00,-0.00,-0.04,-0.00,4.25,0.12,-0.23,5,20,37,0,35.2902017,136.2529083,86.80, 0.15
217754,0.04,0.57,9.58,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.57,0.00,0,2,1001.60,37.80,105.34,1001.63,34.58,104.00,0.41,1000.97,35.67,110.36,-0.03,0.24,113.82,329.33,7902,0.70,-0.14,9.60,1.00,-0.00,-0.04,-0.00,4.25,0.12,-0.23,5,20,37,0,35.2902017,136.2529083,86.80, 0.15
217812,0.01,0.49,9.52,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.57,0.00,0,2,1001.60,37.81,105.32,1001.63,34.60,104.02,0.41,1000.97,35.66,110.36,-0.02,0.17,113.91,329.33,7902,0.65,0.22,9.57,1.00,-0.00,-0.04,-0.00,4.25,0.12,-0.23,5,20,38,0,35.2902050,136.2529117,86.80, 0.15
217865,0.01,0.57,9.52,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.57,0.00,0,2,1001.60,37.79,105.32,1001.63,34.59,104.00,0.41,1000.96,35.68,110.41,-0.03,0.24,113.91,329.33,7902,0.69,0.05,9.55,1.00,-0.00,-0.04,-0.00,4.25,0.12,-0.23,5,20,38,0,35.2902050,136.2529117,86.80, 0.15
217922,0.00,0.54,9.60,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.58,0.00,0,2,1001.60,37.80,105.36,1001.63,34.60,103.95,0.41,1000.96,35.67,110.41,-0.02,0.17,113.82,329.33,7902,0.70,-0.18,9.51,1.00,-0.00,-0.04,-0.00,4.25,0.13,-0.23,5,20,38,0,35.2902050,136.2529117,86.80, 0.15
217972,0.03,0.54,9.57,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.58,0.00,0,2,1001.60,37.80,105.32,1001.63,34.59,103.99,0.41,1000.95,35.67,110.46,-0.03,0.24,113.73,329.33,7902,0.72,-0.27,9.52,1.00,-0.00,-0.04,-0.00,4.25,0.14,-0.23,5,20,38,0,35.2902050,136.2529117,86.80, 0.15
218030,0.05,0.46,9.47,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.59,0.00,0,2,1001.60,37.79,105.35,1001.63,34.60,104.02,0.41,1000.96,35.67,110.39,-0.03,0.24,113.64,329.33,7902,0.66,0.12,9.52,1.00,-0.00,-0.04,-0.00,4.25,0.14,-0.23,5,20,38,0,35.2902050,136.2529117,86.80, 0.15
218083,0.00,0.58,9.61,1.00,0.03,-0.00,-0.00,-0.14,-3.20,-0.01,10.58,0.00,0,2,1001.60,37.80,105.35,1001.63,34.60,104.00,0.41,1000.96,35.66,110.39,-0.03,0.24,113.82,329.33,7902,0.74,-0.06,9.52,1.00,-0.00,-0.04,-0.00,4.25,0.14,-0.23,5,20,38,0,35.2902050,136.2529117,86.80, 0.15
