time_ms, data_main_bno_accx_mss, data_main_bno_accy_mss, data_main_bno_accz_mss, data_main_bno_qw, data_main_bno_qx, data_main_bno_qy, data_main_bno_qz, data_main_bno_roll, data_main_bno_pitch,data_main_bno_yaw, estimated_altitude_lake_m, altitude_dps_urm_offset_m.get(), flight_phase, speed_level, data_main_dps_pressure_hPa, data_main_dps_temperature_deg, data_main_dps_altitude_m, data_under_dps_pressure_hPa, data_under_dps_temperature_deg,data_under_dps_altitude_m, data_under_urm_altitude_m, data_air_dps_pressure_hPa, data_air_dps_temperature_deg, data_air_dps_altitude_m, data_air_sdp_differentialPressure_Pa, data_air_sdp_airspeed_ms, data_air_AoA_angle_deg, data_air_AoS_angle_deg,data_ics_angle, data_air_bno_accx_mss, data_air_bno_accy_mss, data_air_bno_accz_mss, data_air_bno_qw, data_air_bno_qx, data_air_bno_qy, data_air_bno_qz, data_air_bno_roll, data_air_bno_pitch, data_air_bno_yaw,data_main_gps_hour, data_main_gps_minute, data_main_gps_second, data_main_gps_centisecond, data_main_gps_latitude_deg, data_main_gps_longitude_deg, data_main_gps_altitude_m,data_main_gps_groundspeed_ms
6086,0.00,0.54,9.52,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,29.47,0.00,0,2,1001.62,36.76,104.85,0.00,0.00,0.00,0.00,1000.97,34.70,110.01,-0.02,0.17,105.73,314.03,7921,1.01,-0.54,9.33,1.00,-0.00,-0.04,0.00,4.40,0.36,0.07,5,17,5,71, 0.0000000, 0.0000000, 0.00, 0.00
6138,0.00,0.61,9.59,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,50.20,0.00,0,2,1001.62,36.76,104.86,1001.63,33.84,103.76,0.35,1000.97,34.71,109.99,-0.02,0.17,117.25,313.77,7923,0.64,-0.08,9.55,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,5,71, 0.0000000, 0.0000000, 0.00, 0.00
6195,0.02,0.48,9.46,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,89.79,0.00,0,2,1001.61,36.76,104.88,1001.63,33.83,103.75,0.35,1000.97,34.71,109.98,-0.03,0.24,116.72,313.77,7923,0.68,0.14,9.52,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,5,71, 0.0000000, 0.0000000, 0.00, 0.00
6251,-0.03,0.57,9.57,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,103.98,0.00,0,2,1001.62,36.76,104.81,1001.63,33.84,103.76,0.35,1000.97,34.69,109.99,-0.02,0.17,116.28,313.77,7922,0.72,-0.12,9.54,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,5,71, 0.0000000, 0.0000000, 0.00, 0.00
6305,-0.03,0.62,9.49,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,99.83,0.00,0,2,1001.62,36.77,104.79,1001.63,33.82,103.78,0.35,1000.96,34.71,110.05,-0.03,0.24,115.66,313.77,7922,0.71,-0.24,9.56,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,5,71, 0.0000000, 0.0000000, 0.00, 0.00
6358,0.09,0.55,9.52,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,95.69,0.00,0,2,1001.62,36.76,104.81,1001.63,33.82,103.78,0.35,1000.97,34.71,110.02,-0.02,0.17,114.08,313.77,7922,0.61,-0.01,9.49,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
6416,0.04,0.55,9.62,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,91.55,0.00,0,2,1001.62,36.76,104.83,1001.63,33.82,103.77,0.35,1000.97,34.70,110.01,-0.03,0.24,111.45,313.77,7922,0.74,0.07,9.50,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
6468,-0.08,0.60,9.50,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,89.49,0.00,0,2,1001.61,36.77,104.87,1001.62,33.81,103.79,0.35,1000.97,34.71,110.02,-0.02,0.17,108.37,313.77,7922,0.85,-0.15,9.49,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
6524,0.00,0.49,9.50,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,85.34,0.00,0,2,1001.61,36.75,104.87,1001.62,33.81,103.80,0.35,1000.97,34.71,109.97,-0.02,0.17,106.79,313.77,7922,0.64,-0.01,9.52,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
6579,0.07,0.58,9.55,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,81.18,0.00,0,2,1001.62,36.76,104.84,1001.63,33.81,103.76,0.35,1000.97,34.70,109.99,-0.02,0.17,107.14,313.77,7922,0.68,-0.01,9.54,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
6637,0.00,0.58,9.55,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,77.02,0.00,0,2,1001.61,36.76,104.90,1001.63,33.82,103.75,0.35,1000.97,34.71,109.97,-0.03,0.24,108.11,313.77,7923,0.77,-0.04,9.54,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
6694,-0.02,0.51,9.57,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,72.86,0.00,0,2,1001.61,36.77,104.89,1001.62,33.80,103.79,0.35,1000.97,34.71,110.00,-0.03,0.24,107.93,313.77,7921,0.79,0.05,9.52,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
6744,0.00,0.55,9.56,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,70.79,0.00,0,2,1001.61,36.75,104.90,1001.62,33.82,103.79,0.35,1000.97,34.71,110.00,-0.05,0.30,107.67,313.77,7923,0.73,0.04,9.55,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
6803,0.02,0.57,9.54,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,66.65,0.00,0,2,1001.61,36.76,104.89,1001.63,33.82,103.78,0.35,1000.97,34.70,109.98,-0.02,0.17,107.84,313.77,7921,0.75,0.01,9.53,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
6856,0.01,0.54,9.56,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,62.49,0.00,0,2,1001.61,36.77,104.88,1001.62,33.81,103.79,0.35,1000.97,34.71,109.97,-0.03,0.24,109.95,313.77,7923,0.67,0.00,9.48,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
6914,0.05,0.52,9.49,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,58.33,0.00,0,2,1001.61,36.76,104.88,1001.62,33.81,103.78,0.35,1000.97,34.70,109.98,-0.02,0.17,115.14,313.68,7922,0.61,0.08,9.59,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
6964,0.04,0.58,9.48,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,54.19,0.00,0,2,1001.62,36.77,104.84,1001.62,33.81,103.82,0.35,1000.97,34.71,109.98,-0.02,0.17,122.52,313.59,7922,0.63,0.00,9.54,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7022,0.00,0.51,9.59,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,52.11,0.00,0,2,1001.62,36.76,104.86,1001.62,33.81,103.80,0.35,1000.97,34.70,109.99,-0.02,0.17,125.77,313.68,7922,0.73,-0.01,9.52,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7075,-0.02,0.55,9.43,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,47.97,0.00,0,2,1001.61,36.75,104.88,1001.62,33.81,103.79,0.35,1000.97,34.70,110.02,-0.02,0.17,127.53,313.68,7922,0.72,0.01,9.48,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7129,0.08,0.51,9.55,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,43.82,0.00,0,2,1001.62,36.77,104.82,1001.62,33.80,103.80,0.35,1000.97,34.71,109.97,-0.03,0.24,123.84,313.68,7923,0.69,0.02,9.57,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7185,0.00,0.57,9.54,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,39.67,0.00,0,2,1001.62,36.76,104.82,1001.62,33.81,103.80,0.35,1000.97,34.70,110.01,-0.02,0.17,119.09,313.68,7922,0.71,-0.14,9.48,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7243,-0.04,0.53,9.54,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,37.59,0.00,0,2,1001.61,36.76,104.90,1001.62,33.81,103.80,0.35,1000.97,34.71,109.98,-0.02,0.17,116.54,313.68,7920,0.75,-0.11,9.47,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7294,0.08,0.59,9.59,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,33.44,0.00,0,2,1001.61,36.76,104.89,1001.62,33.80,103.78,0.35,1000.97,34.70,110.01,-0.02,0.17,110.39,313.68,7923,0.52,0.04,9.58,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7351,0.00,0.51,9.57,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,29.29,0.00,0,2,1001.62,36.76,104.84,1001.62,33.81,103.80,0.35,1000.97,34.70,109.99,-0.03,0.24,108.11,313.68,7923,0.68,0.08,9.57,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7406,-0.01,0.53,9.52,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,25.13,0.00,0,2,1001.62,36.77,104.84,1001.62,33.79,103.79,0.34,1000.97,34.70,109.98,-0.02,0.17,108.81,313.68,7922,0.78,-0.01,9.51,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7463,0.00,0.52,9.55,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,20.98,0.00,0,2,1001.62,36.76,104.84,1001.62,33.81,103.80,0.35,1000.97,34.70,109.99,-0.03,0.24,109.42,313.68,7922,0.65,0.00,9.52,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7515,0.03,0.55,9.49,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,18.91,0.00,0,2,1001.62,36.76,104.84,1001.62,33.81,103.77,0.35,1000.97,34.71,110.02,-0.03,0.24,109.95,313.68,7922,0.69,0.02,9.52,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7572,0.02,0.53,9.56,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,14.75,0.00,0,2,1001.62,36.76,104.80,1001.63,33.81,103.76,0.35,1000.96,34.70,110.06,-0.02,0.17,109.95,313.68,7922,0.64,-0.02,9.59,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7625,-0.02,0.51,9.49,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,10.59,0.00,0,2,1001.62,36.76,104.85,1001.63,33.80,103.75,0.35,1000.97,34.70,109.99,-0.02,0.17,109.95,313.68,7922,0.71,0.09,9.51,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7683,0.07,0.58,9.55,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,10.58,0.00,0,2,1001.62,36.76,104.82,1001.62,33.80,103.79,0.35,1000.97,34.70,110.02,-0.02,0.17,109.95,313.68,7922,0.64,-0.05,9.51,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7733,-0.02,0.55,9.55,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,10.59,0.00,0,2,1001.62,36.75,104.85,1001.62,33.80,103.81,0.35,1000.96,34.70,110.10,-0.02,0.17,110.48,313.68,7923,0.74,0.00,9.53,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7790,0.00,0.52,9.50,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,10.61,0.00,0,2,1001.62,36.77,104.84,1001.62,33.80,103.79,0.35,1000.96,34.70,110.06,-0.03,0.24,113.55,313.68,7922,0.72,0.08,9.55,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,6,71, 0.0000000, 0.0000000, 0.00, 0.00
7843,0.05,0.56,9.54,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,10.62,0.00,0,2,1001.62,36.76,104.86,1001.62,33.80,103.80,0.35,1000.97,34.71,110.02,-0.03,0.24,114.17,313.68,7922,0.65,0.00,9.53,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,7,71, 0.0000000, 0.0000000, 0.00, 0.00
7901,0.00,0.57,9.49,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,10.62,0.00,0,2,1001.62,36.75,104.82,1001.62,33.82,103.81,0.35,1000.97,34.70,110.02,-0.02,0.17,113.82,313.68,7923,0.73,-0.04,9.50,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,7,71, 0.0000000, 0.0000000, 0.00, 0.00
7954,0.00,0.54,9.51,1.00,0.02,-0.00,0.00,-0.15,-2.85,-0.00,10.60,0.00,0,2,1001.61,36.75,104.88,1001.62,33.82,103.79,0.35,1000.96,34.71,110.05,-0.03,0.24,113.03,313.68,7922,0.70,-0.06,9.57,1.00,-0.00,-0.04,0.00,4.34,0.28,0.06,5,17,7,71, 0.0000000, 0.0000000, 0.00, 0.00
